,Property ID,Building name,Street address,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,x coordinate,y coordinate,Street level
2962,108962,Unknown building name,244-276 Spencer Street MELBOURNE 3000,7.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.953,-37.8144,Spencer Street
2963,105296,Exchange Square,43-61 King Street MELBOURNE 3000,8.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9565,-37.8192,King Street
2964,108088,Unknown building name,382-406 Queen Street MELBOURNE 3000,6.0,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9587,-37.8094,Queen Street
2965,104103,Macs Hotal,34-38 Franklin Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9616,-37.8075,Franklin Street
2966,105758,Church Manse,148 Lonsdale Street MELBOURNE 3000,2.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9682,-37.8099,Lonsdale Street
2967,106023,Unknown building name,551-555 Little Lonsdale Street MELBOURNE 3000,3.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9556,-37.8133,Little Lonsdale Street
2968,102120,Makers Mark,464-466 Collins Street MELBOURNE 3000,3.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9586,-37.8175,Collins Street
2969,107002,The Bond Store,22-30 Oliver Lane MELBOURNE 3000,6.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9702,-37.8159,Oliver Lane
2970,101121,Unknown building name,147-149 Bourke Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.969,-37.8128,Bourke Street
2971,105938,Unknown building name,457-469 Little Collins Street MELBOURNE 3000,18.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9595,-37.8166,Little Collins Street
2972,101217,Unknown building name,124-128 Bourke Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9693,-37.8121,Bourke Street
2973,103922,Unknown building name,95-101 Flinders Lane MELBOURNE 3000,1.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9711,-37.8155,Flinders Lane
2974,105317,Unknown building name,275 King Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9543,-37.8138,King Street
2975,103626,Unknown building name,114-122 Exhibition Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9712,-37.8129,Exhibition Street
2976,110100,Owen Dixon Chambers East,205-221 William Street MELBOURNE 3000,14.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9571,-37.8143,William Street
2977,110721,Former Oddfellows Hotel,33-39 Little Lonsdale Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9707,-37.8092,Little Lonsdale Street
2978,105913,Unknown building name,57-67 Little Collins Street MELBOURNE 3000,3.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9717,-37.8131,Little Collins Street
2979,103303,Silver Skies MY80 Development,410-420 Elizabeth Street MELBOURNE 3000,6.0,Unoccupied - Under Construction,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9612,-37.8089,Elizabeth Street
2980,606640,Building 3 (Kernot Building),124 La Trobe Street MELBOURNE 3000,4.0,Educational/Research,High level of accessibility,Main Entrance has ramp,3.0,144.9646,-37.8082,La Trobe Street
2981,105473,Unknown building name,410-420 La Trobe Street MELBOURNE 3000,18.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9571,-37.8112,La Trobe Street
2982,105943,NEM House,589-595 Little Collins Street MELBOURNE 3000,4.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9553,-37.8179,Little Collins Street
2983,104026,Unknown building name,104-112 Flinders Street MELBOURNE 3000,1.0,Unoccupied - Under Construction,Low level of accessibility,All entrances have steps,1.0,144.9712,-37.816,Flinders Street
2984,110667,Unknown building name,394 Collins Street MELBOURNE 3000,9.0,Unoccupied - Unused,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.961,-37.8166,Collins Street
2985,108980,Esanda Building,85 Spring Street MELBOURNE 3000,16.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9731,-37.8128,Spring Street
2986,101028,Fraser Place Melbourne,10-14 Bennetts Lane MELBOURNE 3000,14.0,Commercial Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9679,-37.8091,Bennetts Lane
2987,102129,Praemium House,404-406 Collins Street MELBOURNE 3000,11.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9608,-37.8169,Collins Street
2988,102102,The Olderfleet Building,471-485 Collins Street MELBOURNE 3000,9.0,Parking - Commercial Covered,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9585,-37.8184,Collins Street
2989,105894,Ancient Times House,116-118 Little Bourke Street MELBOURNE 3000,3.0,Institutional Accommodation,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.969,-37.8113,Little Bourke Street
2990,110726,Former Church of England Mission,261-265 Spring Street MELBOURNE 3000,3.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9714,-37.809,Spring Street
2991,105299,Kingsgate Hotel,131-137 King Street MELBOURNE 3000,7.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9555,-37.8171,King Street
2992,621413,Pegasus Apartment Hotel,206-216 A'Beckett Street MELBOURNE 3000,25.0,Commercial Accommodation,High level of accessibility,Main Entrance has ramp,3.0,144.9571,-37.8101,A'Beckett Street
2993,104216,Unknown building name,27 George Parade MELBOURNE 3000,2.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9701,-37.8149,George Parade
2994,606672,Building 14,414-418 Swanston Street MELBOURNE 3000,15.0,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9646,-37.8082,Swanston Street
2995,105372,CONCORDE HOUSE,310-316 King Street MELBOURNE 3000,11.0,Unoccupied - Under Renovation,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9545,-37.8128,King Street
2996,110095,St James Building,555 Bourke Street MELBOURNE 3000,9.0,Unoccupied - Under Renovation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9578,-37.8164,Bourke Street
2997,101116,Unknown building name,79-85 Bourke Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.971,-37.8122,Bourke Street
2998,105313,Victorian University of Technology,225-237 King Street MELBOURNE 3000,12.0,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9547,-37.8149,King Street
2999,105715,SEABROOK CHAMBERS,573-577 Lonsdale Street MELBOURNE 3000,2.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9555,-37.8145,Lonsdale Street
3000,108083,CityTempo Apartments,175-181 A'Beckett Street MELBOURNE 3000,30.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9582,-37.8102,A'Beckett Street
3001,105900,Unknown building name,40-46 Little Bourke Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9712,-37.8106,Little Bourke Street
3002,108087,Melbourne Terrace Apartments,408-416 Queen Street MELBOURNE 3000,10.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9585,-37.809,Queen Street
3003,105674,Unknown building name,107-111 Lonsdale Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9691,-37.8105,Lonsdale Street
3004,103608,Former Mickveh Yisrael Synagogue,275-285 Exhibition Street MELBOURNE 3000,1.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9689,-37.8094,Exhibition Street
3005,105991,Unknown building name,16 Little La Trobe Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9629,-37.8091,Little La
3006,100444,Sample House,15-19 Anthony Street MELBOURNE 3000,4.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9589,-37.8092,Anthony Street
3007,105723,Unknown building name,560-566 Lonsdale Street MELBOURNE 3000,2.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9556,-37.8137,Lonsdale Street
3008,108066,Bank of Singapore House,97-101 Queen Street MELBOURNE 3000,13.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9609,-37.8163,Queen Street
3009,102167,Unknown building name,30-34 Collins Street MELBOURNE 3000,16.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9725,-37.8135,Collins Street
3010,105761,Aviation House,108-116 Lonsdale Street MELBOURNE 3000,12.0,Educational/Research,High level of accessibility,Main Entrance has ramp,3.0,144.9689,-37.81,Lonsdale Street
3011,529337,Building 13 (Emily McPherson),379-405 Russell Street MELBOURNE 3000,3.0,Educational/Research,High level of accessibility,Main Entrance has ramp,3.0,144.9646,-37.8082,Russell Street
3012,111072,Unknown building name,32-44 Flinders Street MELBOURNE 3000,10.0,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9732,-37.8152,Flinders Street
3013,612820,CGU Tower,147-185 William Street MELBOURNE 3000,28.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9574,-37.8153,William Street
3014,101114,Salvation Army Headquarters,65-71 Bourke Street MELBOURNE 3000,6.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9715,-37.8123,Bourke Street
3015,100731,Charter House,4-10 Bank Place MELBOURNE 3000,8.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9606,-37.8167,Bank Place
3016,108100,Queen Victoria Building,432-438 Queen Street MELBOURNE 3000,2.0,Retail - Shop,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9583,-37.8084,Queen Street
3017,103962,Telstra Batman Exchange,376-382 Flinders Lane MELBOURNE 3000,7.0,Equipment Installation,Low level of accessibility,All entrances have steps,1.0,144.9614,-37.8178,Flinders Lane
3018,606638,Building 1 (Francis Ormond),124 La Trobe Street MELBOURNE 3000,3.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9646,-37.8082,La Trobe Street
3019,105718,Upper West Side,617-649 Lonsdale Street MELBOURNE 3000,47.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9535,-37.8154,Lonsdale Street
3020,106028,Unknown building name,593-611 Little Lonsdale Street MELBOURNE 3000,2.0,Unoccupied - Unused,High level of accessibility,Main Entrance has ramp,3.0,144.9538,-37.8138,Little Lonsdale Street
3021,105981,Kimkhi House,70-72 Little La Trobe Street MELBOURNE 3000,1.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9617,-37.8094,Little La
3022,105828,Ovolo,19-25 Little Bourke Street MELBOURNE 3000,6.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.972,-37.8107,Little Bourke Street
3023,105910,Unknown building name,25-35 Little Collins Street MELBOURNE 3000,8.0,Unoccupied - Under Construction,Low level of accessibility,All entrances have steps,1.0,144.9727,-37.8129,Little Collins Street
3024,101211,Unknown building name,160-162 Bourke Street MELBOURNE 3000,1.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9685,-37.8124,Bourke Street
3025,102070,Austral House,115-119 Collins Street MELBOURNE 3000,5.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.97,-37.8147,Collins Street
3026,108971,Holiday Inn on Flinders,561-585 Flinders Lane MELBOURNE 3000,9.0,Commercial Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9552,-37.8202,Flinders Lane
3027,108561,Space Hotel,50-58 MacKenzie Street MELBOURNE 3000,9.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9661,-37.8075,MacKenzie Street
3028,108074,Adina,185-199 Queen Street MELBOURNE 3000,22.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.96,-37.8143,Queen Street
3029,103958,Unknown building name,539-545 Flinders Lane MELBOURNE 3000,2.0,Equipment Installation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9562,-37.8202,Flinders Lane
3030,109317,Oxford Scholar Hotel,427-433 Swanston Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9629,-37.8085,Swanston Street
3031,108975,Shell House,1-9 Spring Street MELBOURNE 3000,29.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.974,-37.815,Spring Street
3032,101023,Unknown building name,25 Bennetts Lane MELBOURNE 3000,2.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9676,-37.8089,Bennetts Lane
3033,105944,Unknown building name,597-599 Little Collins Street MELBOURNE 3000,3.0,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9551,-37.818,Little Collins Street
3034,104027,100 Flinders Street,100-102 Flinders Street MELBOURNE 3000,6.0,Educational/Research,Low level of accessibility,All entrances have steps,1.0,144.9714,-37.8159,Flinders Street
3035,105833,Unknown building name,107 Little Bourke Street MELBOURNE 3000,3.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9693,-37.8115,Little Bourke Street
3036,102130,London and Lancashire Building,400-402 Collins Street MELBOURNE 3000,8.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9609,-37.8168,Collins Street
3037,103298,Unknown building name,474-476 Elizabeth Street MELBOURNE 3000,1.0,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9606,-37.8077,Elizabeth Street
3038,100160,Nomads Melbourne,196-200 A'Beckett Street MELBOURNE 3000,6.0,Commercial Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9574,-37.81,A'Beckett Street
3039,110101,William Cooper Justice Centre,223-229 William Street MELBOURNE 3000,13.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.957,-37.814,William Street
3040,105308,Former YHA Building,203-207 King Street MELBOURNE 3000,2.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.955,-37.8154,King Street
3041,554417,Infinity 8 & Infinity 88,243-263 Franklin Street MELBOURNE 3000,19.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9566,-37.8097,Franklin Street
3042,103957,Katherine Square,517-537 Flinders Lane MELBOURNE 3000,6.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9567,-37.8199,Flinders Lane
3043,105856,Stawell Chambers,493-495 Little Bourke Street MELBOURNE 3000,4.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9582,-37.8147,Little Bourke Street
3044,105379,Colonial Hotel,234-244 King Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9552,-37.8146,King Street
3045,110094,99 William Street,99-107 William Street MELBOURNE 3000,14.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9584,-37.8169,William Street
3046,110722,Unknown building name,27-29 Little Lonsdale Street MELBOURNE 3000,2.0,"Performances, Conferences, Ceremonies",High level of accessibility,Main Entrance has ramp,3.0,144.9707,-37.8092,Little Lonsdale Street
3047,104021,2 Russel Street,142-148 Flinders Street MELBOURNE 3000,9.0,Unoccupied - Under Renovation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9701,-37.8164,Flinders Street
3048,102106,595 Collins Street ( Former Transport House),589-605 Collins Street MELBOURNE 3000,18.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9552,-37.8194,Collins Street
3049,611393,Northbank Place East Tower,507-541 Flinders Street MELBOURNE 3000,11.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9572,-37.8209,Flinders Street
3050,108592,Unknown building name,42-44 Russell Street MELBOURNE 3000,4.0,Unoccupied - Under Construction,Low level of accessibility,All entrances have steps,1.0,144.9697,-37.8156,Russell Street
3051,104098,Association House,104-106 Franklin Street MELBOURNE 3000,3.0,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9593,-37.8081,Franklin Street
3052,101029,Unknown building name,4-8 Bennetts Lane MELBOURNE 3000,2.0,Wholesale,Low level of accessibility,All entrances have steps,1.0,144.968,-37.8092,Bennetts Lane
3053,101223,Unknown building name,86 Bourke Street MELBOURNE 3000,3.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9707,-37.8118,Bourke Street
3054,104001,Holyman House,390-398 Flinders Street MELBOURNE 3000,3.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9613,-37.819,Flinders Street
3055,108986,EUROPEAN,161 Spring Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9724,-37.811,Spring Street
3056,106021,Unknown building name,523-525 Little Lonsdale Street MELBOURNE 3000,1.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9564,-37.8131,Little Lonsdale Street
3057,105896,Chinese Church Of England Mission Hall,108-110 Little Bourke Street MELBOURNE 3000,2.0,Retail - Shop,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9692,-37.8112,Little Bourke Street
3058,101182,460 Bourke Street,458-466 Bourke Street MELBOURNE 3000,14.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.96,-37.8148,Bourke Street
3059,105722,Unknown building name,568-570 Lonsdale Street MELBOURNE 3000,2.0,Educational/Research,Low level of accessibility,All entrances have steps,1.0,144.9554,-37.8139,Lonsdale Street
3060,100165,City Life Apartments,136-140 A'Beckett Street MELBOURNE 3000,4.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9593,-37.8094,A'Beckett Street
3061,110725,Unknown building name,13-21 Little Lonsdale Street MELBOURNE 3000,1.0,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9714,-37.809,Little Lonsdale Street
3062,104004,Unknown building name,342-348 Flinders Street MELBOURNE 3000,11.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9631,-37.8185,Flinders Street
3063,105956,Excelsior,384-390 Little Collins Street MELBOURNE 3000,11.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9617,-37.8156,Little Collins Street
3064,105916,Victoria Hotel,201-207 Little Collins Street MELBOURNE 3000,10.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9675,-37.8143,Little Collins Street
3065,103965,Invicta House,226-232 Flinders Lane MELBOURNE 3000,7.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9664,-37.8164,Flinders Lane
3066,108551,Unknown building name,219 Russell Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9672,-37.8115,Russell Street
3067,558610,Unknown building name,256 Collins Street MELBOURNE 3000,4.0,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9653,-37.8155,Collins Street
3068,109274,Unknown building name,143 Swanston Street MELBOURNE 3000,3.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9657,-37.8144,Swanston Street
3069,104664,The Forecourt,116-122 Hardware Street MELBOURNE 3000,5.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9607,-37.8119,Hardware Street
3070,103327,ANA Building,28-32 Elizabeth Street MELBOURNE 3000,9.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9649,-37.8173,Elizabeth Street
3071,103322,Beehive Building,92-94 Elizabeth Street MELBOURNE 3000,11.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9642,-37.8157,Elizabeth Street
3072,104563,Unknown building name,20-24 Guildford Lane MELBOURNE 3000,4.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9601,-37.8112,Guildford Lane
3073,109284,Hotel Swanston,191-205 Swanston Street MELBOURNE 3000,16.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.965,-37.8131,Swanston Street
3074,108541,Unknown building name,179 Russell Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9675,-37.8123,Russell Street
3075,102597,Harstel House,2-20 Drewery Place MELBOURNE 3000,4.0,Office,Low level of accessibility,All entrances have steps,1.0,144.964,-37.8113,Drewery Place
3076,650593,Melbourne Star Apartments,2-20 Sutherland Street MELBOURNE 3000,41.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9609,-37.8113,Sutherland Street
3077,105842,Unknown building name,349-351 Little Bourke Street MELBOURNE 3000,2.0,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9623,-37.8135,Little Bourke Street
3078,105698,Emporium Melbourne,269-321 Lonsdale Street MELBOURNE 3000,6.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9638,-37.8125,Lonsdale Street
3079,108547,Exford Hotel,199-203 Russell Street MELBOURNE 3000,4.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9673,-37.8118,Russell Street
3080,106038,Unknown building name,322 Little Lonsdale Street MELBOURNE 3000,3.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9601,-37.8116,Little Lonsdale Street
3081,102151,Collins Street Baptist Church,170-174 Collins Street MELBOURNE 3000,10.0,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9677,-37.8147,Collins Street
3082,102135,Citibank Centre,344-350 Collins Street MELBOURNE 3000,16.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9627,-37.816,Collins Street
3083,103195,Melbourne Optical Centre,259 Elizabeth Street MELBOURNE 3000,3.0,Storage,Low level of accessibility,All entrances have steps,1.0,144.9621,-37.8127,Elizabeth Street
3084,108109,Prudential Building,148-156 Queen Street MELBOURNE 3000,13.0,Unoccupied - Under Demolition/Condemned,Low level of accessibility,All entrances have steps,1.0,144.9612,-37.8151,Queen Street
3085,106018,Unknown building name,395-397 Little Lonsdale Street MELBOURNE 3000,4.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9602,-37.8119,Little Lonsdale Street
3086,103989,Unknown building name,532-536 Flinders Street MELBOURNE 3000,2.0,Unoccupied - Under Demolition/Condemned,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9564,-37.8202,Flinders Street
3087,108537,Greater Union Russel Complex,131-141 Russell Street MELBOURNE 3000,4.0,Unoccupied - Under Renovation,High level of accessibility,Main Entrance has ramp,3.0,144.9678,-37.8134,Russell Street
3088,105871,Chart House,372-378 Little Bourke Street MELBOURNE 3000,6.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9615,-37.8134,Little Bourke Street
3089,106024,Unknown building name,557-561 Little Lonsdale Street MELBOURNE 3000,1.0,Unoccupied - Under Construction,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9554,-37.8134,Little Lonsdale Street
3090,103935,Unknown building name,175-177 Flinders Lane MELBOURNE 3000,8.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9687,-37.8162,Flinders Lane
3091,578326,Deakin Edge,2 Swanston Street MELBOURNE 3000,1.0,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9705,-37.8178,Swanston Street
3092,606676,Building 28,124 La Trobe Street MELBOURNE 3000,4.0,Unoccupied - Unused,High level of accessibility,Main Entrance has ramp,3.0,144.9646,-37.8082,La Trobe Street
3093,101129,Unknown building name,189-191 Bourke Street MELBOURNE 3000,3.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9678,-37.8132,Bourke Street
3094,103630,Unknown building name,13-15 Exploration Lane MELBOURNE 3000,5.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9681,-37.809,Exploration Lane
3095,105453,Unknown building name,323-331 La Trobe Street MELBOURNE 3000,1.0,Unoccupied - Under Construction,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9598,-37.811,La Trobe Street
3096,105874,Leo Cussen Institute,354-360 Little Bourke Street MELBOURNE 3000,6.0,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9619,-37.8132,Little Bourke Street
3097,104781,Unknown building name,15-21 Heffernan Lane MELBOURNE 3000,2.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9665,-37.8117,Heffernan Lane
3098,105848,ODonohues Building,377-379 Little Bourke Street MELBOURNE 3000,3.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9616,-37.8138,Little Bourke Street
3099,102077,Regent 187 on Collins,181-187 Collins Street MELBOURNE 3000,7.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9678,-37.8154,Collins Street
3100,105926,Yule House,309-311 Little Collins Street MELBOURNE 3000,5.0,Hospital/Clinic,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9644,-37.8151,Little Collins Street
3101,109391,Unknown building name,260-262 Swanston Street MELBOURNE 3000,2.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9652,-37.8119,Swanston Street
3102,109295,Unknown building name,257-259 Swanston Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9646,-37.8121,Swanston Street
3103,101141,David Jones,299-307 Bourke Street MELBOURNE 3000,7.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9649,-37.8144,Bourke Street
3104,110731,SCOTS CHURCH,77-97 Russell Street MELBOURNE 3000,2.0,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1.0,144.9685,-37.8145,Russell Street
3105,103188,Teds Camera Stores,235-237 Elizabeth Street MELBOURNE 3000,2.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9622,-37.8131,Elizabeth Street
3106,108090,The Celtic Club,316-322 Queen Street MELBOURNE 3000,4.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9593,-37.8112,Queen Street
