furniture_id,furniture_description,furniture_class,furniture_type,furniture_location,furniture_latitude,furniture_longitude
1664549,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Lorimer Street between Westgate Freeway and Hartley Street approximately 13m SE of Pizze Societe, 2 South Wharf Drive, Docklands, 3008",-37.823615600921414, 144.9407632043454
1664551,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Elizabeth Street between Flinders Street and Flinders Lane approximately 5m NE of Smokemart & Gift Box, Ground, 25 Elizabeth Street, Melbourne, 3000",-37.81753738938488, 144.96454210629642
1672242,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Victoria Street between Bouverie Street and Elizabeth Street approximately 28m South of Trinity College, Ground & Levels 5-6, 200 Victoria Street, Carlton, 3053",-37.806498635471215, 144.9605383100691
1075899,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Commercial Road between St Kilda Road and Punt Road approximately 5m NW of Chevron IGA, Ground, 19 Commercial Road, Melbourne, 3004",-37.84516616719291, 144.98020940059453
1075901,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,Commercial Road between St Kilda Road and Punt Road,-37.845431921125254, 144.9822744281615
1672272,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Little Lonsdale Street between Exhibition Street and Russell Street approximately 8m South of Lafa Pty Ltd, 142-144 Little Lonsdale Street, Melbourne, 3000",-37.809589931777616, 144.96774648460985
1672276,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Collins Street between Navigation Drive and Merchant Street approximately 33m SE of Le-Nguyen Pho & Bakery Cafe, 818-822 Collins Street, Docklands, 3008",-37.821573250587306, 144.94558504696428
1672277,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Collins Street between Navigation Drive and Merchant Street approximately 24m East of Le-Nguyen Pho & Bakery Cafe, 818-822 Collins Street, Docklands, 3008",-37.82137525680183, 144.9455898556822
1672278,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,"Village Street between Bourke Street and Collins Street approximately 13m West of Platform 28, 82 Village Street, Docklands, 3008",-37.81865874193835, 144.94897960791138
1672279,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,"Village Street between Bourke Street and Collins Street approximately 9m SW of Platform 28, 82 Village Street, Docklands, 3008",-37.81871283995315, 144.94902775418615
1672280,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,"Village Street between Bourke Street and Collins Street approximately 12m West of Victorian Building Authority, 78 Village Street, Docklands, 3008",-37.81881569116414, 144.94910692745867
1672283,Seat - Stainless Steel Straight Seat - Docklands,Outdoor Furniture,Seat,"Village Street between Bourke Street and Collins Street approximately 11m SW of Victorian Building Authority, 78 Village Street, Docklands, 3008",-37.81889037073531, 144.9491415536624
1672755,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Outdoor Furniture,Drinking Fountain,"Bourke Street between Cumberland Street and Collins Street approximately 24m SW of Harbour Tea, 874 Bourke Street, Docklands, 3008",-37.82039536598253, 144.94148537021343
1672756,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Outdoor Furniture,Drinking Fountain,"Collins Street between Bourke Street and Sailmaker Way approximately 24m NE of 919 Collins Street, Docklands, 3008",-37.82034342836768, 144.94031908099987
1673118,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Clarke Street between City Road and Catherine Street approximately 13m North of Interior Secrets, 48 Clarke Street, Southbank, 3006",-37.827139857268754, 144.95920094631396
1075439,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Franklin Street between Swanston Street and Elizabeth Street approximately 16m East of Department of Justice and Community Safety, Ground,Mezzanine & Levels 1-16, 50 Franklin Street, Melbourne, 3000",-37.80774176607523, 144.96147786834578
1673406,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Wills Tower & Wills Court approximately 54m SE of City Mart Australia, 222 A'Beckett Street, Melbourne, 3000",-37.81066895490245, 144.95726510000844
1673407,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Wills Tower & Wills Court approximately 58m SE of City Mart Australia, 222 A'Beckett Street, Melbourne, 3000",-37.81070364894351, 144.95728061422253
1075441,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Franklin Street between Swanston Street and Elizabeth Street approximately 31m South of Department of Justice and Community Safety, Ground,Mezzanine & Levels 1-16, 50 Franklin Street, Melbourne, 3000",-37.80803677324061, 144.96126745995002
1673943,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Little Lonsdale Street between William Street and King Street approximately 23m East of Pal Pal 88 Korean Hotpot, 470 Little Lonsdale Street, Melbourne, 3000",-37.81308722296827, 144.9558038660867
1673944,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Little Lonsdale Street between William Street and King Street approximately 24m East of Pal Pal 88 Korean Hotpot, 470 Little Lonsdale Street, Melbourne, 3000",-37.813084821719194, 144.95581608675198
1673945,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Collins Street between Spencer Street and Batmans Hill Drive approximately 11m SE of Tribute Boxing, 43 Village Street, Docklands, 3008",-37.820325053885924, 144.95017744207536
1673947,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Princes Park approximately 81m NW of Sage And Grace - The Communitas Cafe, Ground, 29 College Crescent, Parkville, 3052",-37.79154638752604, 144.961136799452
1075903,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Commercial Road between St Kilda Road and Punt Road approximately 38m NW of Amrep As Pty Ltd, Auditorium - Baker Research Institute, Amrep Building, Alfred Hospital, 75 Commercial Road, Melbourne, 3004",-37.84532998438534, 144.9832044183505
1674610,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Wills Tower & Wills Court approximately 55m SE of City Mart Australia, 222 A'Beckett Street, Melbourne, 3000",-37.8107328495522, 144.95717167247733
1674611,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Wills Tower & Wills Court approximately 51m SE of City Mart Australia, 222 A'Beckett Street, Melbourne, 3000",-37.81069836716229, 144.95715796990206
1674613,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue approximately 73m NW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.829526702579685, 144.9741134733613
1674614,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue approximately 74m NW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.82951278997125, 144.97411146792064
1674615,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue approximately 75m NW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004",-37.829501131195315, 144.97410951445087
1075448,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Spring Street between Little Bourke Street and Lonsdale Street approximately 6m North of Holmes Colleges Australia Pty Ltd, 185 Spring Street, Melbourne, 3000",-37.810310020254846, 144.97241750343105
1679344,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Therry Street between Victoria Street and Elizabeth Street approximately 21m SW of Central City Community Health Service, 20 Therry Street, Melbourne, 3000",-37.8068842680163, 144.9604613673513
1686056,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Lonsdale Street between William Street and King Street approximately 10m East of Agit Melbourne, Ground, 552 Lonsdale Street, Melbourne, 3000",-37.813960609215954, 144.9560719386458
1686057,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Lonsdale Street between William Street and King Street approximately 10m East of Agit Melbourne, Ground, 552 Lonsdale Street, Melbourne, 3000",-37.81395718559132, 144.95608237013974
1686067,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Moore Street between Southbank Boulevard and Southern Link Road approximately 65m South of Kimi's, Ground, 20 Kavanagh Street, Southbank, 3006",-37.823551446094314, 144.96606328840718
1686068,Seat - Metal Seat,Outdoor Furniture,Seat,"Moore Street between Southbank Boulevard and Southern Link Road approximately 78m South of Kimi's, Ground, 20 Kavanagh Street, Southbank, 3006",-37.82366387412895, 144.96602975437332
1716824,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Faraday Street between Cardigan Street and Swanston Street approximately 3m South of 262 Faraday Street, Carlton, 3053",-37.798345356558514, 144.96523396339578
1716825,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Lonsdale Street between King Street and Spencer Street approximately 3m North of CitiPower Pty Ltd, Substation, 651-669 Lonsdale Street, Melbourne, 3000",-37.81510687979404, 144.9528647497067
1717217,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Domain Road between St Kilda Road and Dallas Brooks Drive approximately 79m West of Melbourne Grammar School, Senior School, Melbourne Grammar School, 47 Domain Road, Melbourne, 3004",-37.83309197875843, 144.97488096385658
1719687,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,Outdoor Furniture,Seat,Royal Park,-37.79203245453075, 144.94908886275405
1719689,Picnic Setting - Urban Design Style - Royal Park,Outdoor Furniture,Picnic Setting,Royal Park,-37.79195588540961, 144.94930799382854
1719798,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Flinders Street between Exhibition Street and Russell Street approximately 26m South of Bon, Shop 1, 80 Flinders Street, Melbourne, 3000",-37.81619200269363, 144.97210344001954
1720357,Drinking Fountain - Leaf Type - Dog Bowl - Stockmans Way,Outdoor Furniture,Drinking Fountain,"Westbourne Road Reserve approximately 9m South of 19 The Crescent, Kensington, 3031",-37.794034684551164, 144.91961812395766
1075904,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Commercial Road between St Kilda Road and Punt Road approximately 7m NW of Amrep As Pty Ltd, Auditorium - Baker Research Institute, Amrep Building, Alfred Hospital, 75 Commercial Road, Melbourne, 3004",-37.845579909061435, 144.98337443786536
1075905,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Commercial Road between St Kilda Road and Punt Road approximately 29m NE of Nucleus Network Limited, MacFarlane Burnet, 89 Commercial Road, Melbourne, 3004",-37.84548652935419, 144.98439942844533
1722158,Drinking Fountain - Drinking Fountain - Type 1,Outdoor Furniture,Drinking Fountain,"McKillop Street between Bourke Street and Little Collins Street approximately 11m North of Guhng The Palace, 19 Mckillop Street, Melbourne, 3000",-37.81522141134258, 144.96172628554172
1075906,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Punt Road between Commercial Road and Park Lane approximately 33m North of Cafe Alfretti, Ground, 99 Commercial Road, Melbourne, 3004",-37.84551792654683, 144.98495951598235
1722178,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Arden Street between Curzon Street and Abbotsford Street approximately 28m South of British Apartments, 164-168 Arden Street, North Melbourne, 3051",-37.80066190561079, 144.94607251043158
1722179,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Rathdowne Street between Neill Street and Princes Street approximately 39m NW of Family Services @ Carlton Baths, 216 Rathdowne Street, Carlton, 3053",-37.79351401939822, 144.9710563742908
1075907,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Commercial Road between St Kilda Road and Punt Road approximately 6m NW of Cafe Alfretti, Ground, 99 Commercial Road, Melbourne, 3004",-37.84575699012714, 144.98477947461544
1722859,Litter Bin - Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"King Street between Little Bourke Street and Lonsdale Street approximately 4m East of The Melbourne Connection Travellers Hostel, Gnd & Flr1, 205 King Street, Melbourne, 3000",-37.81536554643616, 144.95511726103115
1722876,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Grattan Street between Swanston Street and Bouverie Street approximately 11m NE of Teaser Carlton, 163 Grattan Street, Carlton, 3053",-37.80046522056668, 144.9635513447908
1723257,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Exhibition Street between La Trobe Street and Victoria Street approximately 19m NE of Bueno, Ground & Level 1, 353 Exhibition Street, Melbourne, 3000",-37.807470978575786, 144.96848722298375
1723258,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Exhibition Street between La Trobe Street and Victoria Street approximately 18m NE of Bueno, Ground & Level 1, 353 Exhibition Street, Melbourne, 3000",-37.80748469744259, 144.96849366206132
1723259,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type,Outdoor Furniture,Drinking Fountain,"Exhibition Street between La Trobe Street and Victoria Street approximately 18m NE of Bueno, Ground & Level 1, 353 Exhibition Street, Melbourne, 3000",-37.80750643106099, 144.9685049927858
1723260,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Exhibition Street between La Trobe Street and Victoria Street approximately 20m NE of Bueno, Ground & Level 1, 353 Exhibition Street, Melbourne, 3000",-37.807454101202175, 144.96848052971973
1723262,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Exhibition Street between La Trobe Street and Victoria Street approximately 38m SE of Bueno, Ground & Level 1, 353 Exhibition Street, Melbourne, 3000",-37.80789880238036, 144.96849969124926
1724482,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Pelham Street between Rathdowne Street and Drummond Street approximately 47m West of Incolink, 1 Pelham Street, Carlton, 3053",-37.803175194752725, 144.96879257418468
1724860,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,Riverside Quay Reserve,-37.82127291276537, 144.96393064302853
1724946,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Princes Park,Outdoor Furniture,Drinking Fountain,Princes Park,-37.78493695299493, 144.96233927588727
1725238,Seat - Metal Frame - Parsons Reserve,Outdoor Furniture,Seat,Parsons Street Reserve,-37.79015287828669, 144.93116924923567
1725237,Seat - Straight Seat - Wooden Battens - Type 2 - Parsons Reserve,Outdoor Furniture,Seat,Parsons Street Reserve,-37.790032062866864, 144.93121724704733
1725239,Seat - Metal Frame - Parsons Reserve,Outdoor Furniture,Seat,"Parsons Street Reserve approximately 22m East of 3 Davis Street, Kensington, 3031",-37.79009791443758, 144.93101066681996
1725240,Picnic Setting - unspecified - Parsons Reserve,Outdoor Furniture,Picnic Setting,"Parsons Street Reserve approximately 21m NE of 3 Davis Street, Kensington, 3031",-37.79004756056683, 144.93096574017986
1725241,Picnic Setting - unspecified - Parsons Reserve,Outdoor Furniture,Picnic Setting,"Parsons Street Reserve approximately 18m NE of 3 Davis Street, Kensington, 3031",-37.79005379396978, 144.93093070428313
1728233,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,Outdoor Furniture,Drinking Fountain,"Nicholson Street between Albert Street and Victoria Street approximately 86m NE of Gillott Reserve/Tianjin Gardens, 210-230 Spring Street, East Melbourne, 3002",-37.80899368753833, 144.9728686722591
1075922,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"King Street between Stanley Street and Roden Street approximately 5m East of Ondrik Larsen Lawyers, Ground, 541 King Street, West Melbourne, 3003",-37.80715662767385, 144.95056459454722
1730231,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Royal Parade between Grattan Street and Story Street approximately 15m East of Parkville Echo Services, Suite 4, 1E Royal Parade, Parkville, 3050",-37.79854469209143, 144.9573836041314
1730232,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Royal Parade between Grattan Street and Story Street approximately 18m SE of Melbourne Private Hospital, RMH Private Hospital, 1F Royal Parade, Parkville, 3050",-37.798356067860205, 144.95740912934667
1075923,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Intersection of Southbank Boulevard and Kavanagh Street approximately 17m SE of Ground South & Pt Mezz, 65 Southbank Boulevard, Southbank, 3006",-37.823025207722914, 144.96554445919875
1732868,Seat - Metal Bench Around Tree Base - Kings Domain South,Outdoor Furniture,Seat,"Kings Domain South approximately 94m South of City of Melbourne, Shrine Depot, 23 Dallas Brooks Drive, Melbourne, 3004",-37.833104987365225, 144.97687982060478
1739000,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Bourke Street between Queen Street and William Street approximately 30m NE of Officeworks, Ground, 461 Bourke Street, Melbourne, 3000",-37.81512733212366, 144.9604930619801
1075924,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Swanston Street between Elgin Street and College Crescent approximately 6m West of Dumpling & Chinese Cuisine, Ground, 832 Swanston Street, Carlton, 3053",-37.79668932064972, 144.9647263304418
1075925,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Elgin Street between Cardigan Street and Swanston Street approximately 22m North of Clyde Hotel, 377-389 Cardigan Street, Carlton, 3053",-37.79708932500301, 144.96587738377045
1740808,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Bourke Street between Russell Street and Swanston Street approximately 23m NW of Yes Optus, Shop 7, 255-267 Bourke Street, Melbourne, 3000",-37.813355562246265, 144.96594432281512
1740809,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Bourke Street between Russell Street and Swanston Street approximately 23m North of Yes Optus, Shop 7, 255-267 Bourke Street, Melbourne, 3000",-37.813351311658, 144.96596431832452
1740851,Seat - Straight Seat - Wooden Battens - Type 2 - College of Surgeons,Outdoor Furniture,Seat,"Royal Australasian College Of Surgeons approximately 74m North of Gillott Reserve/Tianjin Gardens, 210-230 Spring Street, East Melbourne, 3002",-37.809029191543594, 144.97246549011106
1740852,Seat - Straight Seat - Wooden Battens - Type 2 - College of Surgeons,Outdoor Furniture,Seat,"Royal Australasian College Of Surgeons approximately 74m North of Gillott Reserve/Tianjin Gardens, 210-230 Spring Street, East Melbourne, 3002",-37.80902705963942, 144.97251439078454
1740853,Seat - Straight Seat - Wooden Battens - Type 2 - College of Surgeons,Outdoor Furniture,Seat,"Royal Australasian College Of Surgeons approximately 98m East of Australian Unity Limited, Mission Building, 261-265 Spring Street, Melbourne, 3000",-37.808755115096886, 144.97275172845892
1740993,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"La Trobe Street between Russell Street and Swanston Street approximately 46m NW of Mortgage Choice Limited, 322 Russell Street, Melbourne, 3000",-37.80902512656086, 144.96615755747095
1740994,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"La Trobe Street between Russell Street and Swanston Street approximately 46m NW of Mortgage Choice Limited, 322 Russell Street, Melbourne, 3000",-37.80902613098392, 144.9661531000262
1740995,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Russell Street between Little Lonsdale Street and La Trobe Street approximately 11m North of Readings at the State Library of Victoria, Ground, 285-321 Russell Street, Melbourne, 3000",-37.8093575928691, 144.96637276949028
1740996,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Russell Street between Little Lonsdale Street and La Trobe Street approximately 10m North of Readings at the State Library of Victoria, Ground, 285-321 Russell Street, Melbourne, 3000",-37.80936160518842, 144.96637549908587
1740997,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Russell Street between Little Lonsdale Street and La Trobe Street approximately 24m North of Officeworks, 277-281 Russell Street, Melbourne, 3000",-37.8097883557077, 144.96656586311823
1740998,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Russell Street between Little Lonsdale Street and La Trobe Street approximately 21m North of Officeworks, 277-281 Russell Street, Melbourne, 3000",-37.809815744729235, 144.96658112760738
1740999,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Russell Street between Little Lonsdale Street and La Trobe Street approximately 13m SE of Readings at the State Library of Victoria, Ground, 285-321 Russell Street, Melbourne, 3000",-37.80955110345131, 144.96645787580255
1741000,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Russell Street between Little Lonsdale Street and La Trobe Street approximately 10m SE of Readings at the State Library of Victoria, Ground, 285-321 Russell Street, Melbourne, 3000",-37.809529912062, 144.96644664410812
1075926,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Elgin Street between Lygon Street and Cardigan Street approximately 11m East of My Body Vibes, 218 Elgin Street, Carlton, 3053",-37.796998477501326, 144.96708767494326
1741001,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Russell Street between Little Lonsdale Street and La Trobe Street approximately 12m North of Readings at the State Library of Victoria, Ground, 285-321 Russell Street, Melbourne, 3000",-37.809346942209636, 144.96636136222588
1741002,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Russell Street between Little Lonsdale Street and La Trobe Street approximately 14m North of Readings at the State Library of Victoria, Ground, 285-321 Russell Street, Melbourne, 3000",-37.80932678477422, 144.9663526011375
1741014,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Drummond Street between Faraday Street and Elgin Street approximately 21m North of Masani's Italian Dining & Terrace, 313-315 Drummond Street, Carlton, 3053",-37.79825459199984, 144.96873055657557
1741015,Seat - Flat Bench Seat - L Shaped,Outdoor Furniture,Seat,"Drummond Street between Faraday Street and Elgin Street approximately 23m North of Masani's Italian Dining & Terrace, 313-315 Drummond Street, Carlton, 3053",-37.79824083593075, 144.96873240982634
1741194,Litter Bin - Stainless Steel 240L Three Tier Bin Corral (General Waste Bin) - Royal Park,Outdoor Furniture,Litter Bin,"Royal Park approximately 23m East of Melbourne Zoo, ogical Gardens, Elliott Avenue, Parkville, 3052",-37.78538297039383, 144.95342694745466
1741195,Litter Bin - Stainless Steel 240L Three Tier Bin Corral (General Waste Bin) - Royal Park,Outdoor Furniture,Litter Bin,"Royal Park approximately 22m East of Melbourne Zoo, ogical Gardens, Elliott Avenue, Parkville, 3052",-37.78538619995704, 144.9534157304292
1741196,Litter Bin - Stainless Steel 240L Three Tier Bin Corral (General Waste Bin) - Royal Park,Outdoor Furniture,Litter Bin,"Royal Park approximately 20m South of Melbourne Zoo, ogical Gardens, Elliott Avenue, Parkville, 3052",-37.785532357171206, 144.9532334239069
1741197,Litter Bin - Stainless Steel 240L Three Tier Bin Corral (General Waste Bin) - Royal Park,Outdoor Furniture,Litter Bin,"Royal Park approximately 20m South of Melbourne Zoo, ogical Gardens, Elliott Avenue, Parkville, 3052",-37.78552315443322, 144.9532379927361
1741198,Litter Bin - Stainless Steel 240L Three Tier Bin Corral (Recycle Bin) - Royal Park,Outdoor Furniture,Litter Bin,"Royal Park approximately 21m East of Melbourne Zoo, ogical Gardens, Elliott Avenue, Parkville, 3052",-37.78538954128793, 144.95340575937263
1741199,Litter Bin - Stainless Steel 240L Three Tier Bin Corral (Recycle Bin) - Royal Park,Outdoor Furniture,Litter Bin,"Royal Park approximately 19m South of Melbourne Zoo, ogical Gardens, Elliott Avenue, Parkville, 3052",-37.78551640540621, 144.95324374292002
1741926,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Village Street between Bourke Street and Collins Street approximately 39m NW of Tribute Boxing, 43 Village Street, Docklands, 3008",-37.81991295375101, 144.94993971164826
1075927,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Lygon Street between Elgin Street and Palmerston Street approximately 17m East of PTA Consulting Pt Ltd, 208 Elgin Street, Carlton, 3053",-37.796986851686704, 144.9674374433755
1741927,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"La Trobe Street between Exhibition Street and Russell Street approximately 8m SW of Pax Institute Of Education Pty Ltd, 54 La Trobe Street, Melbourne, 3000",-37.808497166127374, 144.9671775072611
1742123,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Exhibition Street between Little Bourke Street and Lonsdale Street approximately 8m SE of Her Majesty's Theatre, 219 Exhibition Street, Melbourne, 3000",-37.81076805961357, 144.9698163813537
1742124,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Exhibition Street between La Trobe Street and Victoria Street approximately 19m NE of Bueno, Ground & Level 1, 353 Exhibition Street, Melbourne, 3000",-37.80745982490311, 144.96848321246162
1742125,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Exhibition Street between La Trobe Street and Victoria Street approximately 19m NE of Bueno, Ground & Level 1, 353 Exhibition Street, Melbourne, 3000",-37.807471094113154, 144.9684886964147
1742126,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Exhibition Street between La Trobe Street and Victoria Street approximately 19m NE of Bueno, Ground & Level 1, 353 Exhibition Street, Melbourne, 3000",-37.80748364592009, 144.96849539464654
1742334,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Hawke and Adderley Street Park,Outdoor Furniture,Drinking Fountain,Hawke & Adderley Street Park,-37.80873006707316, 144.945010465895
1742337,Seat - Straight Seat - Wooden Battens - Type 2 - Hawke and Adderley Street Park,Outdoor Furniture,Seat,Hawke & Adderley Street Park,-37.808612799989184, 144.9451639910612
1742338,Seat - Straight Seat - Wooden Battens - Type 2 - Hawke and Adderley Street Park,Outdoor Furniture,Seat,"Hawke & Adderley Street Park approximately 18m East of 217 Adderley Street, West Melbourne, 3003",-37.80851172321793, 144.9450885327011
1742339,Seat - Straight Seat - Wooden Battens - Type 2 - Hawke and Adderley Street Park,Outdoor Furniture,Seat,"Hawke & Adderley Street Park approximately 16m East of 217 Adderley Street, West Melbourne, 3003",-37.80850243633499, 144.9450624383117
1742340,Seat - Straight Seat - Wooden Battens - Type 2 - Hawke and Adderley Street Park,Outdoor Furniture,Seat,"Hawke & Adderley Street Park approximately 6m North of 110 Hawke Street, West Melbourne, 3003",-37.80886559865538, 144.94476749586943
1742341,Seat - Straight Seat - Wooden Battens - Type 2 - Hawke and Adderley Street Park,Outdoor Furniture,Seat,"Hawke & Adderley Street Park approximately 8m North of 110 Hawke Street, West Melbourne, 3003",-37.808851803143185, 144.94474641062027
1742343,Picnic Setting - Urban Design Style - Hawke and Adderley Street Park,Outdoor Furniture,Picnic Setting,Hawke & Adderley Street Park,-37.808770589447164, 144.9450810151771
1742344,Picnic Setting - Urban Design Style - Hawke and Adderley Street Park,Outdoor Furniture,Picnic Setting,Hawke & Adderley Street Park,-37.80879377760297, 144.9450516350417
1742345,Seat - Platform Style - Hawke and Adderley Street Park,Outdoor Furniture,Seat,"Hawke & Adderley Street Park approximately 21m East of 34 Madden Lane, West Melbourne, 3003",-37.8086848046762, 144.94477160027913
1742346,Seat - Platform Style - Hawke and Adderley Street Park,Outdoor Furniture,Seat,"Hawke & Adderley Street Park approximately 19m East of 34 Madden Lane, West Melbourne, 3003",-37.80870665767358, 144.94475350210888
1742439,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bellair Street Reserve,Outdoor Furniture,Drinking Fountain,"Intersection of Bellair Street and Wolseley Parade approximately 6m SW of Bellair Street Reserve, Bellair Street, Kensington, 3031",-37.795526766864704, 144.93075415955866
